Date,Time,Duration,From,To
25/04/2017,23:23:56,19:02,031-885-169,040-316-866
25/04/2017,23:37:42,18:55, 4046 8242, 3076 4981
25/04/2017,23:44:16,6:34, 4548 9144, 5307 5230
26/04/2017,1:01:03,2:19, 5355 5886, 4532 6723
26/04/2017,1:18:55,22:18, 4548 9144, 9284 7583
26/04/2017,1:39:21,14:28,031-443-157, 8213 3700
26/04/2017,2:03:28,0:25, 8453 0899, 4548 9144
26/04/2017,2:13:50,9:26, 4536 4700, 5306 7002
26/04/2017,2:39:18,21:18, 4034 6525, 8253 9350
26/04/2017,2:48:42,5:33, 6766 1158, 9972 1008
26/04/2017,2:51:30,17:50, 6260 9581, 9461 6227
26/04/2017,2:59:31,11:31, 4879-9501, 4910 2450
26/04/2017,3:21:46,4:55,070-612-355, 4035 1655
26/04/2017,3:39:02,0:32, 9211 1679, 4080 8100
26/04/2017,4:02:40,22:07, 8339 9897, 5348 5835
26/04/2017,4:06:53,15:29, 6263 4851, 4081 4450
26/04/2017,4:38:03,1:13, 9032 8217,781 5323
26/04/2017,4:41:08,7:25, 5340 3845,74 902 160
26/04/2017,5:09:32,12:19,077 2846 0669,757 279 605
26/04/2017,5:13:07,12:35, 5393 9834, 6114 1976
26/04/2017,5:25:24,0:05,0680 772 10 02, 4082 0409
26/04/2017,5:31:49,11:13,(36) 560-456,051-298-299
26/04/2017,5:41:30,0:40, 5632 7446, 9318 0024
26/04/2017,5:52:47,0:39, 0907-420, 5389 1075
26/04/2017,6:04:11,10:58, 5355 5886, 9211 1679
26/04/2017,6:08:47,17:46, 5312 0561, 4096 3824
26/04/2017,6:31:35,19:06, 9284 7583, 2916-513
26/04/2017,7:05:56,10:19, 9327 4748, 9476 7734
26/04/2017,7:11:45,22:51, 4548 9144, 4993 0731
26/04/2017,7:24:01,2:00, 8050 9021, 4983 9752
26/04/2017,7:58:23,5:02,746 245 088, 4543 8633
26/04/2017,8:09:15,19:17, 4993 0731, 9637 4653
26/04/2017,8:09:16,3:52, 4993 0731,077 2846 0669
26/04/2017,8:35:49,12:45, 6104 3696,693 749 437
26/04/2017,8:50:16,21:57, 6125 9434, 6195 3246
26/04/2017,9:06:21,15:45, 6790 8902,9630 2554
26/04/2017,9:48:59,13:33, 4087 6139, 4088 8962
26/04/2017,9:50:10,5:17, 9009 1581, 8750 1200
26/04/2017,9:59:46,13:40, 6133 6793, 4051 7932
26/04/2017,10:21:44,15:44, 4591 1165, 6713 1940
26/04/2017,10:23:00,8:09, 5372 6494, 4758 5695
26/04/2017,10:27:37,5:13, 5307 3680,772 530 090
26/04/2017,11:16:59,2:02, 4541 6689, 6262 2023
26/04/2017,11:23:31,19:15, 3951 0817,718 184 760
26/04/2017,12:04:48,1:59, 4778 3938,0660 367 51 82
26/04/2017,12:08:04,7:58, 2916-513, 5310 3878
26/04/2017,12:46:16,14:55, 4969 0767, 3000 9074
26/04/2017,13:16:01,10:47,(45) 9059-2302, 9773 6493
26/04/2017,14:26:47,13:21, 4994 2133,(34) 882-288
26/04/2017,14:29:19,5:30, 6282 2216,(67) 3600-5603
26/04/2017,14:43:09,8:10, 6797 0191, 9086 6775
26/04/2017,14:58:43,22:28, 8297 7924, 5659 2048
26/04/2017,15:20:08,20:02, 5327 6013,781 7998
26/04/2017,15:20:21,16:03, 6766 1158, 4519 3717
26/04/2017,15:41:41,22:53, 8050 9021, 8336 0650
26/04/2017,16:02:05,12:14, 5310 7569, 4024 3465
26/04/2017,16:15:49,2:21, 6126 5249, 8342 4189
26/04/2017,16:18:44,15:37, 8232 6825, 8287 8192
26/04/2017,16:52:06,11:10, 8310 4765, 4510 2884
26/04/2017,17:00:56,9:07, 9927 2405, 6283 9279
26/04/2017,17:59:13,19:37, 4993 0731, 5632 7446
26/04/2017,18:02:14,12:27, 4909 8638, 6720 9953
26/04/2017,18:34:30,6:03, 4684 8031, 9547 5839
26/04/2017,19:23:35,17:01,031-885-169, 4962 5401
26/04/2017,19:40:37,2:47, 6263 4851, 4054 5690
26/04/2017,20:08:37,4:07, 6126 5249, 9918 8313
26/04/2017,20:17:00,11:59,741 887 205, 6601 2992
26/04/2017,20:27:47,1:24, 9053 0693, 4611 6725
26/04/2017,21:17:44,18:20, 3583 5510, 3733 4732
26/04/2017,21:28:58,18:00, 4590 3028,723 719 841
26/04/2017,22:11:47,17:52, 9098 0929, 8258 4615
26/04/2017,22:22:58,13:59, 4993 0731, 3303 8187
26/04/2017,22:41:43,3:30, 8453 0899, 4074 2849
26/04/2017,22:49:10,14:10, 4518 8917, 8339 8679
26/04/2017,23:32:42,23:13, 9588 0693, 4009 4110
26/04/2017,23:40:17,6:17, 6755 2351, 5327 7258
26/04/2017,23:47:05,5:20, 9352 4877, 9090 1446
27/04/2017,0:25:39,17:46, 9030 5278, 6174 9908
27/04/2017,0:27:13,21:47, 9009 1581, 4002 0087
27/04/2017,1:04:32,14:10, 8453 0899, 5632 7446
27/04/2017,1:04:50,22:49, 5355 5886, 4951 5123
27/04/2017,1:23:39,7:17, 4993 0731, 9728 2695
27/04/2017,2:01:25,14:40,031-885-169, 4089 9799
27/04/2017,2:19:00,10:29, 5337 8923, 8760 4539
27/04/2017,2:57:50,1:23, 4548 9144, 9006 6573
27/04/2017,2:59:13,16:26, 4541 6689, 4537 4096
27/04/2017,3:02:27,19:04, 4930 0801, 5320 1936
27/04/2017,3:02:49,5:57, 4554 2291, 4307 5084
27/04/2017,3:21:22,18:21, 4993 0731, 9637 4653
27/04/2017,4:58:09,10:11, 5355 5886, 7359-886
27/04/2017,5:14:43,8:50, 6140 3800, 4276 5373
27/04/2017,5:28:14,7:16, 9001 7773, 9042 4422
27/04/2017,5:52:00,7:08, 4928 0152,051-698-488
27/04/2017,6:00:59,18:12, 8768 2711, 4066 6964
27/04/2017,6:03:19,6:20, 5327 6013, 4597 0374
27/04/2017,6:29:06,6:51, 4548 9558, 4008 1348
27/04/2017,6:41:29,18:08, 4979 8750,9132 6157
27/04/2017,6:46:43,23:00, 6104 3696, 4640 0843
27/04/2017,7:06:47,3:15, 4084 1832,776 097 893
27/04/2017,7:08:02,16:24, 4879-9501, 5307 3680
27/04/2017,7:28:04,19:13,620 393 943, 4017 3921
27/04/2017,7:34:17,18:16, 6104 3696, 4927 1500
27/04/2017,7:34:48,18:08,079 6565 3546, 3715-457
27/04/2017,7:55:52,3:14, 8288 0441, 5337 2936
27/04/2017,8:33:00,2:37,744 9149, 5397 4967
27/04/2017,9:05:54,12:40, 4054 0403, 5718-214
27/04/2017,9:23:12,10:03, 5347 9625, 9010 7417
27/04/2017,9:57:22,21:07,385 4503, 5307 5387
27/04/2017,10:34:18,4:13, 9728 2695, 9018 7139
27/04/2017,11:17:31,16:48, 6734 7086, 4227 4942
27/04/2017,11:50:34,3:34, 5399 5907, 5312 8284
27/04/2017,12:01:44,9:18, 8604 2338, 6797 0322
27/04/2017,12:11:09,14:23, 8453 0899, 4548 9144
27/04/2017,12:14:17,2:18,322 875 448,690 172 001
27/04/2017,12:24:53,22:56, 4544 6892, 4009 4560
27/04/2017,12:25:49,1:53, 0907-420, 8766 5612
27/04/2017,12:33:03,13:23, 9352 4877,9674 3947
27/04/2017,12:35:57,8:19, 6766 1158, 6190 0187
27/04/2017,12:51:49,10:44, 6240 8849, 4502 4535
27/04/2017,14:14:44,18:59, 6763 7171, 9136 3865
27/04/2017,14:21:29,0:50, 6258 5122, 9059 2138
27/04/2017,14:30:11,12:04, 9009 1581, 4031 7743
27/04/2017,14:33:08,22:26,748 625 532, 9590 0925
27/04/2017,14:43:41,17:01, 4993 0731, 4554 2291
27/04/2017,15:09:38,2:06, 8390 5776, 9098 0929
27/04/2017,15:45:52,0:26, 9637 4653, 6136 8305
27/04/2017,16:16:10,3:13, 5312 2919, 6278 5005
27/04/2017,16:21:34,4:25, 5392 5763, 6797 9289
27/04/2017,16:27:28,15:24,722 038 968, 5086-588
27/04/2017,16:34:23,4:59, 5393 9834, 8776 4038
27/04/2017,16:44:42,19:51, 9423 2494, 4902 1123
27/04/2017,17:07:08,1:35, 5355 5886, 9284 7583
27/04/2017,17:16:51,15:35, 9327 4748,375 019 917
27/04/2017,17:34:28,15:23, 5312 0561, 5344 1906
27/04/2017,17:48:39,21:29, 4034 6525, 4050 7834
27/04/2017,18:14:03,13:57,385 4503, 6205 0841
27/04/2017,19:04:13,15:17, 4993 0731, 5691 6292
27/04/2017,19:16:08,17:32, 4054 6954, 5306 7002
27/04/2017,19:18:43,12:36,(45) 9059-2302,726 083 199
27/04/2017,19:57:57,10:32, 6140 3800, 4022 5675
27/04/2017,19:58:24,11:24,077 2846 0669,(21) 3689-6647
27/04/2017,20:45:58,5:12,041-041-109, 4038 5515
27/04/2017,21:03:20,0:09, 6736 6420, 5391 6120
27/04/2017,21:17:08,6:30, 4548 9144, 8453 0899
27/04/2017,21:45:08,16:07, 6296 8134, 3553 5267
27/04/2017,22:19:38,21:45, 5319 7827, 9200 9056
27/04/2017,22:29:25,12:05, 5365 1688, 9073 8925
27/04/2017,23:00:08,0:20, 4031 4009, 5309 9523
27/04/2017,23:06:07,22:40, 3856 1429, 6760 9692
27/04/2017,23:06:53,17:08, 4591 1165, 4951 8892
27/04/2017,23:21:40,21:56, 6230 9227, 9628 9264
28/04/2017,0:05:58,16:47, 5691 6292, 8292 2076
28/04/2017,0:11:20,19:06, 9477 8972,76 369 192
28/04/2017,0:14:21,20:57, 4993 0731, 3303 8187
28/04/2017,1:53:01,2:40, 5355 5886, 9006 6573
28/04/2017,1:56:15,8:56, 5312 2919,732 340 520
28/04/2017,2:23:16,21:18, 6732 5123, 9073 7832
28/04/2017,2:36:32,20:46, 8604 2338,078 3287 2771
28/04/2017,2:38:00,7:35, 4087 8886, 4059 2335
28/04/2017,3:07:21,23:15, 9423 2494, 5324 8313
28/04/2017,3:31:20,18:44,748 625 532, 6116 5454
28/04/2017,4:02:37,15:57, 5337 8923, 8780 7085
28/04/2017,4:47:56,1:56, 8339 9897, 3448 5246
28/04/2017,5:00:06,18:42, 6139 0969, 5385 2405
28/04/2017,5:02:20,9:11, 4548 9144, 9001 7773
28/04/2017,5:07:14,15:04, 9477 8972, 5307 6938
28/04/2017,5:12:13,2:28, 4034 6525, 5362 0434
28/04/2017,6:03:00,21:07, 6732 5123, 9052 0029
28/04/2017,6:03:23,3:37, 4034 6525, 4715 7210
28/04/2017,6:21:00,4:54, 5377 0274, 6208 3835
28/04/2017,6:27:53,1:49, 4540 3670, 5395 8513
28/04/2017,6:49:57,13:27, 4505 0156, 6739 9781
28/04/2017,7:13:23,21:26, 8453 0899, 9728 2695
28/04/2017,7:26:59,16:08, 8210 6899, 4031 8116
28/04/2017,7:40:43,19:52, 9637 4653, 9792 0633
28/04/2017,7:41:48,11:13, 9588 0693, 6771 9545
28/04/2017,7:51:02,10:04, 9637 4653, 6267 5069
28/04/2017,8:30:50,18:56, 4054 0403, 5366 4061
28/04/2017,9:17:11,13:39, 9434 4877, 8256 4212
28/04/2017,9:41:07,16:55, 9006 6573, 4940 1010
28/04/2017,9:57:15,10:52, 8364 5339, 9340 2963
28/04/2017,10:26:21,3:44, 8395 1666,9444 0823
28/04/2017,10:44:48,14:35, 8453 0899, 4548 9144
28/04/2017,10:55:53,3:07, 4540 4399,041-404-760
28/04/2017,11:09:00,21:07,741 887 205, 6196 7041
28/04/2017,11:21:30,0:01, 4214 6139, 4087 8141
28/04/2017,11:44:24,14:23, 6192 7373, 5354 7048
28/04/2017,11:47:52,14:59,595 867 461, 4009 4560
28/04/2017,11:48:47,11:12, 4993 0731, 9927 2405
28/04/2017,11:59:35,2:23, 9637 4653, 6249 4100
28/04/2017,12:18:12,22:37, 5355 5886, 4532 6723
28/04/2017,12:32:34,5:34, 5672 7055, 9330 5222
28/04/2017,12:34:23,16:25,0680 772 10 02, 8393 5024
28/04/2017,12:46:55,17:20,9553 6664, 3168 7403
28/04/2017,13:20:02,23:46, 8540 2671, 8213 6278
28/04/2017,13:45:36,3:45, 4976 9451, 5305 3902
28/04/2017,14:04:43,7:41,(44) 168-687, 4653 9645
28/04/2017,14:10:51,6:32, 4528 0018, 9474 1847
28/04/2017,14:14:14,16:14, 5341 1327,0680 967 15 24
28/04/2017,14:42:30,15:47, 4993 0731, 5310 7569
28/04/2017,14:42:42,23:09,(67) 6293-6580, 9672 6827
28/04/2017,15:18:42,10:44, 2916-513, 5374 8751
28/04/2017,15:37:44,8:35, 4928 0152,(52) 643-560
28/04/2017,15:41:31,20:37, 4993 0731, 5380 8256
28/04/2017,15:50:45,11:54, 8390 5776,78 868 175
28/04/2017,16:26:10,7:13, 8604 2338, 5372 4149
28/04/2017,16:35:11,17:49, 6797 0191, 5323 9745
28/04/2017,17:12:14,1:48, 5310 7569, 9720 7077
28/04/2017,17:19:21,15:33, 9675 5904, 9036 4819
28/04/2017,17:29:55,3:19, 9053 0693, 6779 4913
28/04/2017,18:12:00,12:33, 8741 0654, 6194 5190
28/04/2017,18:23:33,4:13,031-443-157, 4599 5019
28/04/2017,18:31:28,17:24, 8771 6112, 5394 1172
28/04/2017,20:01:12,6:27, 5393 9834, 5385 4849
28/04/2017,20:34:17,17:06, 6736 6420, 4023 7439
28/04/2017,20:40:36,14:34, 4938 6397, 8376 2853
28/04/2017,20:49:43,5:01, 8955 6935, 5373 1811
28/04/2017,21:25:53,2:39, 9032 8217, 4992 4585
28/04/2017,21:26:14,23:04, 4548 9144, 5355 5886
28/04/2017,21:33:06,18:10, 9009 1581, 4255 1795
28/04/2017,21:51:40,0:54, 6258 5122, 5307 5230
28/04/2017,22:42:20,2:25, 4085 1720, 5346 5788
28/04/2017,22:53:13,17:22, 6264 3127,636 831 202
28/04/2017,23:16:08,20:21, 4591 6175, 9094 9649
28/04/2017,23:57:49,9:31, 4591 1165, 8348 2363
29/04/2017,0:08:06,9:37, 5379 0356, 5379 8229
29/04/2017,0:09:44,18:47, 6687 8036,628 899 610
29/04/2017,0:23:05,6:55, 5632 7446, 6730 3793
29/04/2017,0:35:53,21:48, 6702 8557, 5328 5463
29/04/2017,0:42:01,19:41, 6732 5123, 8332 4136
29/04/2017,0:44:43,7:56, 5379 6338, 8275 6047
29/04/2017,0:46:14,12:32, 4993 0731, 9030 5278
29/04/2017,1:18:24,8:26, 5326 3217, 4010 7208
29/04/2017,1:30:53,13:18, 8223 0115, 9623 5188
29/04/2017,1:55:02,20:57, 3093 1976,713 209 596
29/04/2017,2:12:11,7:11, 6702 8557, 6244 9531
29/04/2017,2:44:19,22:14, 5319 7827, 6249 4112
29/04/2017,2:50:50,5:04, 6139 0969, 4935 4473
29/04/2017,2:54:29,6:14, 9032 8217, 8749 2770
29/04/2017,2:56:34,8:13, 6126 7308, 8369 4328
29/04/2017,3:05:38,0:19, 6687 8036, 9058 4817
29/04/2017,3:36:38,7:17, 9637 4653,(96) 264-243
29/04/2017,3:38:16,1:47, 6195 4861, 8393 5024
29/04/2017,3:47:09,3:05, 5355 5886, 9637 4653
29/04/2017,3:50:20,19:41, 9637 4653, 4660 5815
29/04/2017,4:12:23,22:37, 5327 6013, 6213 0674
29/04/2017,4:25:11,11:06, 4085 1720, 4557 9055
29/04/2017,4:41:45,10:43, 5355 5886, 6758 0895
29/04/2017,4:53:48,14:46, 5355 5886, 6260 9581
29/04/2017,5:39:26,22:08, 6797 0191, 5386 2578
29/04/2017,5:56:42,11:44,(44) 168-687, 5316 0790
29/04/2017,5:58:00,17:57, 5329 2569, 4517 3624
29/04/2017,6:39:17,19:19, 4532 6723, 9053 8120
29/04/2017,6:59:26,20:13, 6702 8557, 6134 8949
29/04/2017,7:15:08,22:49, 4920 6309,71 356 514
29/04/2017,7:28:35,13:57, 4582 8933, 9050 3822
29/04/2017,8:06:42,13:57, 5319 7827, 4043 8906
29/04/2017,8:11:59,10:56, 6264 3127, 6257 7225
29/04/2017,8:23:06,17:37, 4582 8933, 9071 7714
29/04/2017,8:27:58,1:17, 4549 6801, 8762 1476
29/04/2017,8:32:10,15:09, 6125 9434, 8230 0338
29/04/2017,8:32:29,15:36, 9588 0693, 4079 0803
29/04/2017,8:58:09,18:14, 8453 0899, 5310 7569
29/04/2017,9:36:48,14:31, 8364 5339,456 7233
29/04/2017,9:46:17,13:39, 4085 1939, 4007 1055
29/04/2017,9:52:04,6:08, 4597 3309, 4595 4256
29/04/2017,9:55:57,5:56, 4981 0056, 4693 8633
29/04/2017,10:06:29,6:56, 9637 4653, 3827 6407
29/04/2017,10:09:36,6:05, 9284 7583, 6146 0780
29/04/2017,10:36:48,6:46, 4548 9144, 4993 0731
29/04/2017,10:40:46,16:23, 6240 8849, 4966 1239
29/04/2017,11:01:51,9:46, 6241 1295, 8321 6099
29/04/2017,11:19:01,13:48, 4597 3309, 9004 3171
29/04/2017,11:39:00,5:10, 4993 0731, 4074 2849
29/04/2017,11:54:38,14:22, 9001 7773, 9072 2488
29/04/2017,11:54:39,19:25, 6767 4495, 6217 0352
29/04/2017,12:15:48,5:06,079 6565 3546, 6759 8248
29/04/2017,12:21:00,3:20, 5345 2494, 4042 9538
29/04/2017,12:28:56,11:19, 9062 6478, 9352 4877
29/04/2017,12:32:59,20:28, 5316 0790, 4976 2377
29/04/2017,12:37:04,13:17, 9032 8217, 4502 6477
29/04/2017,12:38:01,16:09,722 038 968, 7677-6224
29/04/2017,12:38:42,20:53, 4518 8917, 5366 2779
29/04/2017,12:53:25,14:37, 5355 5886, 3338 1137
29/04/2017,12:58:37,18:23, 5307 3680, 6731 8543
29/04/2017,13:10:42,10:25, 4993 0731, 4548 9144
29/04/2017,13:15:21,13:17, 6763 7171, 8700 4927
29/04/2017,13:17:36,7:35, 5372 6494, 4640 1111
29/04/2017,13:52:48,15:44, 9637 4653,078 8961 2792
29/04/2017,14:14:01,4:12, 5310 7569, 4917 5056
29/04/2017,14:26:59,20:17, 5337 5630, 8743 8050
29/04/2017,14:31:57,6:45, 6199 1599, 4929 7072
29/04/2017,14:43:18,4:38, 4968 7468,665 7828
29/04/2017,15:17:45,3:07, 9327 4748, 9074 1593
29/04/2017,15:19:51,13:43, 6271 3536, 6720 9953
29/04/2017,15:36:12,1:38, 3856 1429, 5340 9881
29/04/2017,15:50:59,4:57, 8239 8144, 6290 5120
29/04/2017,16:12:03,8:03, 5329 2569,311 055 733
29/04/2017,16:23:26,0:04, 5329 2569,(96) 582-971
29/04/2017,16:52:43,8:23, 8395 1666, 5317 0069
29/04/2017,17:11:44,10:51, 5355 5886, 4909 1595
29/04/2017,17:14:33,6:40, 4327 2022,78 199 263
29/04/2017,17:16:06,13:38, 5332 7340,(94) 912-577
29/04/2017,17:24:10,6:06, 4064 4131, 4506 9087
29/04/2017,17:25:45,15:46, 5350 7926, 3891 2049
29/04/2017,17:42:48,18:52, 4548 9144, 8453 0899
29/04/2017,18:05:36,16:21, 8453 0899, 9009 1581
29/04/2017,18:17:58,2:51, 4034 6525, 4753 8927
29/04/2017,18:27:59,13:31, 5399 5907, 9061 2005
29/04/2017,18:30:45,17:04, 6140 3800, 7575-7375
29/04/2017,18:37:04,7:22, 9038 7042, 8753 0780
29/04/2017,18:49:16,17:58, 5329 2569, 6793 4291
29/04/2017,19:14:54,14:28, 6758 0895, 4040 7848
29/04/2017,19:19:32,0:19, 5355 5886, 5337 5630
29/04/2017,19:19:34,15:46, 6732 5123, 9476 2462
29/04/2017,20:09:07,13:28, 4548 9591,77 949 257
29/04/2017,20:22:38,21:12, 4540 4399, 4010 6639
29/04/2017,21:04:36,20:22, 6125 9434, 5321 2535
29/04/2017,21:22:07,19:33, 4993 0731, 5353 3351
29/04/2017,21:31:55,19:08, 4928 0152,77 575 011
29/04/2017,21:47:30,2:09, 4548 9144, 6264 3127
29/04/2017,21:50:08,6:35, 6797 0191, 6708 6300
29/04/2017,22:22:55,5:49, 4951 5123, 4689 5751
29/04/2017,22:26:56,22:30,727 692 410, 8215 0097
29/04/2017,22:27:50,5:31, 8453 0899, 4548 9144
29/04/2017,23:07:01,0:37, 8604 2338, 6678 9205
29/04/2017,23:09:54,8:07, 4591 6175, 5327 6305
29/04/2017,23:10:39,0:23,077 5273 8067, 4023 8146
29/04/2017,23:19:14,18:20, 4043 7058, 9072 9327
29/04/2017,23:28:04,10:10, 6766 1158, 8301 6357
29/04/2017,23:44:44,19:45, 6140 3800, 4238 8749
29/04/2017,23:51:50,5:40, 4541 0336, 5348 1088
29/04/2017,23:53:40,2:24, 4034 6525,040-218-012
29/04/2017,23:55:57,10:11, 9637 4653, 5317 3856
29/04/2017,23:58:52,9:07, 8222 2443, 5336 6093
30/04/2017,0:10:30,10:29, 6755 2351, 4079 0803
30/04/2017,0:39:16,0:17, 5355 5886, 5307 5230
30/04/2017,1:00:32,4:29, 5307 3680, 3188 3947
30/04/2017,1:21:19,21:30, 4997 5822, 6793 4567
30/04/2017,1:21:31,10:30, 8951 9439, 3556 5176
30/04/2017,1:27:42,22:15, 9030 5278,031-928-474
30/04/2017,1:29:16,23:04, 5329 2569, 4075 0846
30/04/2017,1:36:26,13:24, 9637 4653, 9036 3937
30/04/2017,2:05:31,19:54, 3093 1976,9894 1479
30/04/2017,2:13:29,15:01, 9009 1581, 4501 5997
30/04/2017,2:18:38,7:32, 5355 5886, 5392 5763
30/04/2017,2:31:43,12:53, 2916-513, 4064 2148
30/04/2017,2:49:51,8:35, 7625-6406, 5616 3961
30/04/2017,2:55:37,20:38, 5380 8256, 8890 0050
30/04/2017,3:27:15,10:47, 6179 5556,031-285-340
30/04/2017,3:36:11,12:43, 5337 5630, 6671 4425
30/04/2017,3:44:41,3:16, 5346 4215, 8769 9844
30/04/2017,3:56:25,11:06, 6790 8902, 5340 9881
30/04/2017,4:08:20,21:30, 4064 4131,(76) 670-036
30/04/2017,4:14:35,1:15, 5329 2569,079 3745 5458
30/04/2017,4:27:06,15:17, 4214 6139, 8738 7614
30/04/2017,5:28:28,4:28, 9637 4653, 3056 4180
30/04/2017,5:38:32,12:50, 5329 2569, 6145 0147
30/04/2017,5:50:29,8:08, 5393 9834,796 9882
30/04/2017,5:50:42,18:16, 5355 5886, 9424 7518
30/04/2017,6:04:59,18:58, 4548 9144, 5355 5886
30/04/2017,6:27:37,9:20, 6263 4851, 9773 6493
30/04/2017,6:36:35,3:19, 4673 3624, 8377 1658
30/04/2017,6:37:15,8:59, 9728 2695, 5398 8532
30/04/2017,6:49:58,11:06, 4993 0731, 6209 0416
30/04/2017,6:50:26,13:05, 5355 5886, 9637 4653
30/04/2017,7:07:40,4:33, 0907-420, 8401 2852
30/04/2017,7:13:55,0:04,079 6565 3546,0681 342 47 91
30/04/2017,7:19:16,17:04, 9138 6757, 8750 5210
30/04/2017,7:23:49,4:56, 9001 7773,0676 573 57 29
30/04/2017,7:25:41,4:31, 8955 6935, 6171 0144
30/04/2017,7:43:38,14:15, 7625-6406,(25) 893-026
30/04/2017,7:48:28,9:43, 6758 0895, 5332 9261
30/04/2017,8:39:03,13:13, 8232 6825, 4950 3488
30/04/2017,9:25:32,0:00, 5341 5091, 5317 7165
30/04/2017,9:29:51,4:33, 4993 0731, 3303 8187
30/04/2017,9:33:18,6:51, 9675 5904, 4074 8634
30/04/2017,9:43:06,20:59, 4548 9591, 5319 7827
30/04/2017,9:53:09,23:34, 4582 8933, 9434 2106
30/04/2017,10:06:24,3:43, 8453 0899, 9637 4653
30/04/2017,11:04:05,10:27, 6644-595, 6193 9340
30/04/2017,11:23:30,9:15, 4054 6954, 4025 7547
30/04/2017,11:58:48,22:23, 4597 3309, 4922 6874
30/04/2017,12:23:48,15:31, 4064 4131, 5324 5660
30/04/2017,12:29:07,20:14, 9588 0693, 8733 8957
30/04/2017,12:34:47,18:35,772 366 980, 9272 3717
30/04/2017,13:00:23,13:11, 4548 9144, 9588 0693
30/04/2017,13:26:05,11:47, 5379 6338, 5375 8335
30/04/2017,13:30:41,6:47, 4582 8933, 8757 4744
30/04/2017,13:38:41,12:42, 5632 7446, 6252 0023
30/04/2017,13:49:31,12:17,606 306 251, 8743 7196
30/04/2017,13:53:18,10:19, 5393 8654, 9012 5868
30/04/2017,14:33:52,2:34, 4706 2002, 6755 0459
30/04/2017,15:13:20,13:51, 5312 2919, 4693 7921
30/04/2017,15:25:00,3:47, 4591 6175, 3021 8863
30/04/2017,15:39:28,18:10, 8050 9021, 5328 7076
30/04/2017,15:51:39,2:57, 6797 0191, 9778 2574
30/04/2017,16:04:04,7:02, 4548 9144, 4993 0731
30/04/2017,16:09:58,16:41, 5320 4291, 8204 0863
30/04/2017,16:11:38,3:53,(44) 972-345, 4920 1980
30/04/2017,16:15:50,16:06, 4532 6723, 6187 8528
30/04/2017,16:18:14,12:24,079 6565 3546, 4066 7611
30/04/2017,16:24:02,1:38, 4879-9501, 6143 5928
30/04/2017,17:06:06,0:56, 5672 7055, 8206 7322
30/04/2017,17:16:36,14:19, 9434 4877, 5396 9273
30/04/2017,17:36:49,1:52, 8955 6935, 4042 6056
30/04/2017,17:42:36,2:52, 8483 9935, 9073 8925
30/04/2017,17:55:58,4:20, 8382 0342, 4501 0933
30/04/2017,18:07:45,8:46, 6732 5123, 5386 5286
30/04/2017,18:12:45,19:37, 6263 4851,450 8398
30/04/2017,18:18:09,16:21, 4994 2133, 4040 9652
30/04/2017,18:25:03,8:09, 4993 0731, 5632 7446
30/04/2017,19:01:00,9:27, 5326 3217, 4039 7859
30/04/2017,19:09:20,16:51, 6263 4851,9633 1997
30/04/2017,19:29:59,17:18,070-852-678, 8218 2475
30/04/2017,19:39:24,11:16, 8050 9021, 5383 7267
30/04/2017,19:42:36,22:26, 8339 9897, 3763 9891
30/04/2017,20:10:59,16:15, 8239 8144, 9954 5147
30/04/2017,20:17:11,20:09, 9030 5278, 3754 9034
30/04/2017,20:17:43,17:33, 5399 5907, 5393 1595
30/04/2017,20:38:51,23:35,(028) 9448-858,606 214 259
30/04/2017,20:43:29,14:06, 4993 0731, 4554 2291
30/04/2017,20:45:24,2:57, 5319 7827, 5312 3686
30/04/2017,21:04:11,12:01, 5399 5907, 5635 9761
30/04/2017,21:21:05,23:56, 5397 0840,(028) 8616-804
30/04/2017,21:25:39,0:08, 8453 0899, 5355 5886
30/04/2017,21:26:32,8:11, 9062 6478, 4281 5598
30/04/2017,21:29:53,7:00, 5355 5886, 6255 6689
30/04/2017,21:30:23,7:55, 9026 7969, 4927 1341
30/04/2017,21:36:14,8:09, 5397 0840, 4632 4587
30/04/2017,21:51:31,10:55, 3253 9904, 4036 9303
30/04/2017,22:02:27,21:41, 5329 2569, 3725 1113
30/04/2017,22:32:05,20:06, 6263 4851, 8794 9158
30/04/2017,22:34:41,13:34, 6755 2351, 9938 1719
30/04/2017,22:35:27,10:07, 8758 3693, 5377 8450
30/04/2017,23:05:33,9:13, 9637 4653, 5339 0946
30/04/2017,23:06:57,7:01, 6264 3127, 3236 8266
30/04/2017,23:08:46,21:25, 6126 5249, 4061 9337
30/04/2017,23:13:52,11:40, 6766 1158, 4560 2124
30/04/2017,23:16:47,18:36, 8364 0116, 5391 4213
30/04/2017,23:18:28,17:05, 6240 8849,0680 487 04 21
30/04/2017,23:28:46,9:27, 8223 0115,041-620-043
30/04/2017,23:38:36,0:49, 8453 0899, 6260 9581
30/04/2017,23:39:11,1:39, 4046 8242, 4879-9501
30/04/2017,23:46:02,13:15, 6732 5123, 4514 0314
1/05/2017,0:01:19,1:09,(44) 972-345, 4532 2500
1/05/2017,0:10:08,15:43, 9016 9853, 4933 1893
1/05/2017,0:11:50,17:01, 9019 1570, 6237 6737
1/05/2017,0:37:53,11:46, 6258 5122,788 0870
1/05/2017,0:48:58,7:58, 6104 3696, 5370 9727
1/05/2017,1:17:40,9:06, 9138 6757, 8219-106
1/05/2017,1:21:04,19:20, 6263 4851,(44) 6641-4045
